13;29;36;41;47;52
04;10;23;49;51;53
03;05;07;13;30;33
04;08;14;19;31;41
04;17;23;33;42;54
05;17;24;33;42;51
13;14;15;31;41;51
04;08;09;10;14;19
04;05;33;42;51;54
10;17;23;24;49;53
04;06;20;21;40;60
03;07;10;25;38;51
11;18;30;32;35;56
